match_id,tournament,competition,season,team,minute,period,x,y,distance_to_goal,shot_angle_rad,body_part,technique,shot_type,play_pattern,under_pressure,first_time,open_goal,deflected,aerial_won,follows_dribble,score_diff_before_shot,statsbomb_xg,is_goal,n_opponents_in_cone,n_opponents_total,nearest_opponent_dist,gk_dist_to_goal_center,gk_dist_from_shot_line
3920391,1267_107,African Cup of Nations,2023,South Africa,33,1,112.6,50.9,13.174596768022923,0.3593895164951822,Right Foot,Normal,Open Play,From Throw In,False,True,False,False,False,False,0,0.16208175,0,1,6,3.701351104664345,4.110960958218891,1.1150246386026583
3920391,1267_107,African Cup of Nations,2023,South Africa,38,1,88.7,20.8,36.71961328772404,0.18577434997565237,Right Foot,Normal,Open Play,From Free Kick,False,False,False,False,False,False,0,0.0067524626,0,1,11,6.262587324740463,2.0615528128088303,0.6195599017271158
3920391,1267_107,African Cup of Nations,2023,South Africa,41,1,109.8,47.6,12.72006289292628,0.510237663944835,Head,Normal,Open Play,Regular Play,False,False,False,False,False,False,0,0.086448886,0,1,10,3.517101079013795,2.7802877548915728,0.748423972439207
3920391,1267_107,African Cup of Nations,2023,South Africa,43,1,101.3,63.3,29.87607738643077,0.16903471611069634,Left Foot,Normal,Free Kick,From Free Kick,False,False,False,False,False,False,0,0.008551569,0,2,11,10.48045800525912,0.7280109889280554,0.42073796494145027
3920391,1267_107,African Cup of Nations,2023,Mali,45,1,111.3,44.8,9.936297097007518,0.6994162306567826,Right Foot,Half Volley,Open Play,From Throw In,False,True,False,False,False,False,0,0.40413743,0,1,7,1.8248287590894627,8.237718130647593,0.6068659120323385
3920391,1267_107,African Cup of Nations,2023,Mali,47,2,108.2,26.1,18.23321145602167,0.2899050365796114,Right Foot,Half Volley,Open Play,Regular Play,False,True,False,False,False,False,0,0.062455352,0,2,8,4.3657759905886095,3.3015148038438413,0.29890510583641094
3920391,1267_107,African Cup of Nations,2023,Mali,48,2,107.5,33.8,13.953135848260063,0.5102053955107583,Left Foot,Normal,Open Play,Regular Play,False,True,False,False,False,False,0,0.44199443,0,1,6,5.277309920783509,7.186793443532383,0.6478830349184366
3920391,1267_107,African Cup of Nations,2023,South Africa,53,2,101.0,42.0,19.1049731745428,0.4107558101350857,Left Foot,Normal,Open Play,Regular Play,False,True,False,False,False,False,0,0.094670266,0,2,9,4.686149805543994,1.9000000000000057,0.19890109058429073
3920391,1267_107,African Cup of Nations,2023,Mali,55,2,111.7,45.4,9.902019995940218,0.6803634323582692,Right Foot,Half Volley,Open Play,From Free Kick,True,True,False,False,False,False,0,0.07780937,0,2,11,0.860232526704265,3.5383612025908313,0.8705294478837702
3920391,1267_107,African Cup of Nations,2023,Mali,59,2,100.6,24.3,24.95696295625732,0.2503801439335553,Left Foot,Normal,Free Kick,From Free Kick,False,False,False,False,False,False,0,0.052006006,0,6,11,10.568348972285124,1.1401754250991443,1.110311380778522
3920391,1267_107,African Cup of Nations,2023,Mali,59,2,117.2,41.1,3.0083217912982625,1.8716463512277544,Left Foot,Half Volley,Open Play,From Free Kick,False,True,True,False,False,False,0,0.8849754,1,1,11,1.700000000000002,3.1000000000000014,2.8853296296651747
3920391,1267_107,African Cup of Nations,2023,South Africa,63,2,100.9,21.6,26.521123656436576,0.21873980307653487,Right Foot,Normal,Open Play,Regular Play,False,False,False,False,False,False,-1,0.013362765,0,1,9,4.38292140016222,2.7202941017470876,0.47433887654859086
3920391,1267_107,African Cup of Nations,2023,Mali,65,2,113.4,49.7,11.73243367763057,0.40949594207761253,Right Foot,Normal,Open Play,From Counter,False,True,False,False,False,False,1,0.23109607,1,1,5,1.6278820596099688,6.296824596572467,0.17046761609343364
3920391,1267_107,African Cup of Nations,2023,Mali,70,2,98.1,51.3,24.643457549621566,0.28805544705062547,Right Foot,Normal,Open Play,Regular Play,False,False,False,False,False,False,2,0.025634993,0,1,7,1.4212670403551952,3.9924929555354285,0.36358534438434065
3920391,1267_107,African Cup of Nations,2023,South Africa,72,2,111.8,38.3,8.374365647617738,0.8809055850778921,Head,Normal,Open Play,From Corner,True,False,False,False,True,False,-2,0.07803174,0,3,11,0.9848857801796179,0.7211102550927924,0.5134717280015707
